case_id,sentence,label
1978_M_13,moreover having regard to the statement made by counsel for the respondent before us it would be unfair to subject the respondent to the further inquiry under s 372 of the code.,O
2014_J_33,but for the reasons mentioned by the high court the sale has been cancelled.,O
2008_S_1411,c if the person to be evicted resists or obstructs the officer or servant deputed u cl b or.,O
2006_A_136,before the learned special court the parties herein filed several applications which can be sub divided in three categories as would be noticed shortly hereinafter.,O
2001_S_1131,although the dead body of the victim was found on the outskirts of the village however there is no material available on record to fix the place and the likely time at which rape was committed on s and then she was murdered.,O
1971_S_1,the session judge had found that both charges were proved.,O
2015_S_368,learned counsel submitted that the state government is the supreme revenue authority and existence of more than one appeal or revision to an aggrieved party is not per se abhorrent to any legal principle depends upon the statute.,O
1978_M_13,a similar application containing similar request was also made by the respondent to the mamlatdar taluka idar on october 41971 thereupon a notice under s 372 of the bombay land revenue code for the purpose of holding an inquiry into the rights of the respondent to mines and mineral products of the said villages claimed by the respondent wag served upon him but the respondent raised a preliminary objection that such inquiry wag misconceived and incompetent in view of the determination made under s 2 4 i of the act and having regard to the provisions of s 10 of the act his rights to mines and mineral products were expressly saved the collector of sabarkantha appellant no 2 overruled the preliminary objection and by order dated february 231973directed that the inquiry shall proceed and the respondent was directed to produce his evidence in support of his claim on a date that would be fixed and intimated to him.,O
1987_M_123,hence i suspect the entry and order to cancel the copy of the tenancy issued in favour of sri modh.,O
2007_U_18,even i do not know who took me to hospital.,O
2006_A_136,the learned judge special court in this behalf having regard to the fact that several orders of best judgment assessment have been passed by the assessing authority may take into consideration the ratio laid down in the decision of this court in harshad shantilal mehta.,O
1980_W_3,the union prayed that the position may be clarified and the award corrected accordingly.,O
2000_C_151,as stated earlier the above provisions of the aicte act came up for consideration in state of tamil nadu v adhiyaman educational research institute1995 4 scc 104 1995 indlaw sc 1631. in the above matter the state of tamil nadu granted permission on 17 4 84 to all private managements to start private engineering colleges without financial commitment to government but subject to conditions.,O
2001_A_234,3 do the plaintiffs prove that the entire serial rights including the excluding the exclusive right to use the title thereof belong to the plaintiffs as alleged.,O
2011_I_16,other circumstances pleaded for reduction of sentence.,O
2010_J_55,the ad interim order was confirmed on november 291996. the appellant having come to know of several instances of misuse of mark infosys also filed a writ petition being writ petition no 14214 of 2000 before the calcutta high court inter alia praying that the registrar of companies be restrained from registering the companies bearing the name infosys.,O
2004_I_24,had the appointments of the appellants been made in terms of the provisions of the adhiniyam and rules framed thereunder the respondent authority was statutorily enjoined to make an offer of appointment in writing which was to be accepted by the appellants herein.,O
2012_S_270,in other words there should be a reasonable if not direct nexus between her death and the dowryrelated cruelty or harassment inflicted on her.,O
2007_C_121,there was no other basis on which those courts could give any relief to the plaintiffs in such cases and for the purpose of such relief the courts of equity did not require the plaintiff to prove that his mark by any length of user was associated in the minds of the public with his goods.,O
2012_S_270,on 15th february2003a boy had come to him and told him that his daughter had died by hanging herself whereupon he went to the house of the accused and found that his daughter was hanged to a wooden beam with a saree and she was dead.,O
2011_S_308,acceptance of such contention or upholding of this argument will make sub s 4 of s 17 totally otiose redundant and nugatory.,O
2007_B_76,no 5 whether the time charter party dated 6th.,O
2001_S_1131,the accused appears to have been engaged as a causal not regular gate keeper at hira moti a local talkies.,O
2011_S_308,in dlf qutab enclave complex educational charitable trust vs state of haryana and ors 2003 5 scc 622 2003 indlaw sc 124this court construed the statute on town planning law and held expropriatory statute as is well known must be strictly construed.,O
1995_S_317,even bajrang pw 14 who is an injured witness himself and deposed about the incident at jagdamba hotel with sufficient details appears to have exaggerated the version when he stated that he had been assaulted by a 10 also besides a 5 and a 11 auite contrary to his earlier statement.,O
1994_M_69,this court held that the mortgage deed established beyond doubt that there was no subsistence or continuation of lease in that there was delivery of possession by the tenant to the landlord immediately before the mortgage and redelivery of possession to the tenant of the premises made by the landlord was pursuant to the mortgage as a mortgagee and not as a tenant.,O
2008_C_166,a bare reading of the order shows that the direction was to consider the lpa on merits and time was granted to prefer the lpa within three weeks.,O
2006_A_136,if those individuals who had no connection with harshad mehta could not have been proceeded against for meeting the liabilities of harshad mehta jointly or severally a clear finding was required to be arrived at.,O
2014_R_41,the number of persons mixed up with the accused should be reasonably large and their bearing and general appearance not glaringly dissimilar.,O
1987_C_108,the suggestion of the learned counsel was that the nature of the review under paragraph 27 was so apparently quasi judicial and that the need to know the reasons for the order sought to be reviewed was so real if the manufacturer was effectively to exercise his right to seek the quasijudicial remedy of review that by necessary implication it became obvious that the order fixing the maximum price must be considered to be quasijudicial and not legislative in character.,O
1953_S_23,in respect of the said two properties will be paid for the purpose of the carrying on the daily and periodical sheba and the festivals etc of the said sri issur sridhar jew salagram sila thakur my said second wife srimati golap moni dasi and 1st sriman rajendara nath and 2nd sriman jogendra nath ghose born of the womb of my first wife on living in the said house.,O
2014_J_33,in a situation like in the present case one can not hold of any statute entitling the auction purchasers to claim interest in case the auction got cancelled or set aside by the court of law.,O
2006_A_36,we are therefore of the opinion that the view taken by the bombay high court in this behalf is unassailable.,O
2006_A_136,the intent and purport of parliament enacting the said act furthermore must be given its full effect.,O
2009_S_146,this court has observed as follows in the case of dinesh kumar v state of rajasthan 2008 8 scc 270 2008 indlaw sc 2034 11. it is to be noted that pws 7 and 13 were the injured witnesses and pw 10 was another eyewitness and was the informant.,O
2010_S_431,in shamnsaheb m multtani vs state of karnataka 2001 2 scc 577.,O
2015_S_368,3 subject to the general orders of the state government the collector may place any assistant or deputy collector in charge of one more sub divisions of a district or may himself retain charge thereof.,O
2008_I_54,again the circumstances should be of a conclusive nature and tendency and they should be such as to exclude every hypothesis but the one proposed to be proved.,O
2006_A_36,furthermore the civil court proceedings were over on 19 11 2004. evidently the detaining authority did not take immediate steps to detain appellant.,O
2010_J_55,s 56 power to cancel or vary registration and to rectify the register 1. on application made in the prescribed manner to a high court or to the registrar by any person aggrieved the tribunal may make such order as it may think fit for cancelling or varying the registration of a trade mark on the ground of any contravention or failure to observe a condition entered on the register in relation thereto.,O
2009_B_16,a declaratory decree therefore was passed.,O
1995_S_317,in the face of this express provision there is no scope to urge that the appeal may be transferred to the high court because of the acquittal of the appellants for the offence punishable under section 3 tada by us.,O
1953_S_23,regards the second contention viz the adverse possession of nagendra it is to be noted that under the terms of cl 3 of the will of dwarka nath the representatives successors and heirs of his two sons rajendra and jogendra were successively to perform the seva in the manner therein mentioned and nagendra was one of the heirs and legal representatives of rajendra.,O
1987_C_108,the problem is that of high prices bearing it is said little relation to the cost of production to the manufacturers.,O
1987_S_26,this view had also been expressed in the decision of this court in puranchand v motilal1963.,O
1994_M_69,al act as it stood before its amendment at the time of filing of the suit and as it stood after its amendment after the filing of the suit.,O
1963_S_59,it is said that this person has not received much education and knows only bow to sign his name in english.,O
2004_I_24,background facts.,O
1987_C_108,the producer must have an incentive to produce.,O
2000_V_80,the division bench referred to their decision in rakesh gupta vs hyderabad stock exchange ltd hyderabad ors.,O
1987_M_123,he held further that khasra pahani which is the basic record of occupancy period after spot inspections does not find the name of abdul khader and further held that all entries except this entry in the protected tenancy register prepared under section 37a of the andhra pradesh act was supported by an enquiry.,O
1953_S_23,she obtained probate of the will on the 6th august 1912. disputes arose between bhupendra jnanendra and nagendra the sons of rajendra and one kedar nath ghosh was appointed arbitrator to settle those disputes.,O
2004_I_24,no notification has been brought to our notice that the standard standing orders had been made applicable to the appellants.,O
1994_M_69,it is the judgment and order of the learned single judge of the high court by which he allowed the second appeal and remanded the suit which is appealed against in this civil appeal of the plaintiff as is stated at the outset.,O
1980_W_3,therefore they filed an application before the tribunal for correcting the award so as to bring out what was intended.,O
2009_S_146,where however a police officer makes some preliminary enquiries does not arrest or even question an accused or question any witnesses but merely makes a few discreet enquiries or looks at some documents without making any notes it is difficult to visualise how any possible harassment or even embarrassment would result therefrom to the suspect or the accused person.,O
2008_I_54,for the aforesaid purpose they have relied upon the evidence of p w 42 and the seizure witness p w 24 the accused had allegedly made earlier confessional statement before p w 40 on 26 4 2003 leading to discovery of several articles.,O
2015_J_10,this position was highlighted in state of maharashtra v balram bama patil 1983 2 scc 28 1983 indlaw sc 414 girija shanker v state of u p 2004 3 scc 793 2004 indlaw sc 78 and r prakash v state of karnataka 2004 9 scc 27 2004 indlaw sc 117. whether there was intention to kill or knowledge that death will be caused is a question of fact and would depend on the facts of a given case.,O
1987_S_26,all the work had been done by some of the partners of which appellants were not parties and that they had to do the said work as per instructions of the other partners.,O
2014_R_41,the deceased was carrying fetus of two months.,O
2008_A_260,this was not done.,O
1973_S_68,the appellant 's claim after he was evicted can not on the same parity of reasoning be held to be valid.,O
2008_C_166,that being so the mere fact that the writ petition was styled u art 227 of the constitution is of no consequence.,O
2006_A_136,the learned special court despite such a contention having been raised by the appellants in their affidavit in reply did not advert thereto.,O
1953_L_1,mr krishnaswami iyengar sought to derive the greatest support for his contention from the decision in ram bahadur v jager.,O
1963_S_59,now of course by the amendment made by section 117 of act 26 of 1955 for the words transportation for life the words imprisonment for life have been substituted but the original structure of all the sections now amended continues.,O
2006_A_136,the custodian in terms of the directions issued by the learned special court had affirmed an affidavit putting on record the assets and liabilities of each of the members of the so called harshad mehta group on an individual basis.,O
1987_C_108,the controlled price will enable both the consumer and the producer to tide over difficulties.,O
1971_S_1,the case of jaswant singh v the state of puniab.,O
2004_I_24,the state has not created any post nor they could do so on their own.,O
2005_S_388,1979 crl.,O
2011_I_16,in anil kumar jain this court held that an order of waiving the statutory requirements can be passed only by this court in exercise of its powers u art 142 of the constitution.,O
1976_T_9,the force of these observations constrains us to direct that the proceedings before the compensation officer shall be completed within six months from today.,O
1995_S_317,it was not proper for the designated court to draw an inference of intention from the mere consequence i e the victims belonging to the particular community.,O
2009_S_146,conviction can be made on the basis of such evidence.,O
2006_A_136,hitesh mehta and dr pratima mehta who are medical practitioners by profession having affirmed affidavits admitting that the share broking and investment businesses which were part of family businesses were undertaken and conducted by late harshad mehta and they had no knowledge thereabout nor were they involved therewith.,O
1996_T_169,the construction put up by the high court renders sub s 2 of s 48 otiose or surplus age which interpretation is impermissible.,O
2004_C_129,2 orders and other instruments made and executed in the name of the governor shall be authenticated in such manner as may be specified in rules to be made by the governor and the validity of an order or instrument which is so authenticated shall not be called in question on the ground that it is not an order or instrument made or executed by the governor.,O
1963_S_59,the shareholders felt that the report had been received but was being suppressed or deliberately withheld.,O
2008_I_54,the following circumstances were highlighted to find the accused guilty.,O
1996_B_72,it may be noticed at this stage that bansilal farms appellant in appeal arising out of slp c no 13314 of 1992 was the highest offerer for running the boating complex on the surface water of nalban fishery and had been granted licence for that purpose and in fact had started the operation of the boating complex since 1991 but on the application of mrs dhira mitra one of the co sharers of the sarkar family the high court having issued an order of injunction the farm is no longer operating.,O
2015_S_368,3 if in any case it shall appear to the state government or any officer referred to in sub section 1 or sub section 2 that any decision or order or proceedings so called for should be modified annulled or reversed it or he may pass such order thereon as it or he deems fit.,O
2007_S_608,he has further deposed that bhimabai had come to his house about six months earlier and had said all was not well between her and her husband but she had not given any specific details.,O
1987_C_108,paragraph 34b provides that where the price of a bulk drug has not been notified by the government the manufacturer shall within 14 days of the commencement of the the production of such bulk drug make an application to the government in form i and intimate the government the price at which he intends to sell the bulk drug and the government may after making such an enquiry as it thinks fit by order fix a provisional price at which such bulk drug shall be sold.,O
2008_S_549,thus the r t c extracts produced by him do not support his contention that he was cultivating the land in dispute as a tenant.,O
2007_S_608,the witness has further deposed that on the date of incident a man came from village palshi on motorcycle and informed that he should immediately go there as bhimabai was not well.,O
1994_S_246,the order of the court was as follows.,O
2011_S_308,the same view has been reiterated by another three judge bench decision of this court in munshi singh and ors.,O
2008_A_260,according to the appellant this was a structural change in the principal act.,O
2000_V_80,a contention is also sought to be made that it is not possible to run a canteen in the refinery area.,O
1971_S_1,they can at best be used to contradict in the cross examination of such a witness when he gives evidence at the trial court of the accused in the manner provided under section 145 of the evidence act.,O
2006_A_36,on their own showing respondents admit that they were relevant documents.,O
1963_S_59,the last objection was that the charge of conspiracy was added to the charge sheet very late.,O
2007_S_632,temp i please read as august97 in place of october97 occurring in the 4th line of this government order no 21593 comrev.,O
1996_T_169,on strict interpretation the view of the division bench may be correct but it is not correct to hold that by a bona fide user of an unregistered user when connection between the proprietor of the trade mark and the permitted user in relation to passing off the goods under the trade mark are proved it does not render sub section 2 of s 48 surplus age or otios.,O
2000_C_151,s 11 of the act deals with inspection.,O
1994_S_246,therefore they are entitled to the seniority from the respective years.,O
2006_A_136,the affidavit filed by the appellants herein before the special court clearly shows that the liabilities exceed the assets in all cases.,O
2008_A_260,it stood on 19 10 06 under the patents amendment act1999 on that date the amended section 117a suggested by patents amendment act2005was not brought into force.,O
2012_S_270,again in satvir singh v state of punjab20018 scc 633 2001 indlaw sc 224. this court held that the word dowry should be any property or valuable given or agreed to be given in connection with the marriage.,O
1976_T_9,in this context it is perhaps not irrelevant to remember that the appellant a freedom fighter is an 83 year old man and at this stage of his life the state should show commisseration not merely in quickly disposing of the proceedings but also in not being cantankerous in awarding and disbursing the balance compensation.,O
2000_C_151,the following points arise for consideration 1. whether in view of the judgment of this court in state of tamil nadu another v adhiyaman educational research institute others1995 4 scc 104 1995 indlaw sc 1631the provisions of the aicte act1987 occupied the field and it was not necessary to obtain the further approval of the government or other authority.,O
1987_M_123,the high court further modified a portion of the order in view of the decision of this court in bhag singh v union territory of chandigarh.,O
1963_S_59,eventually many of those ventures failed.,O
1953_L_1,on the 19th september 1945 an ad interim injunction was issued by the high court restraining the widow from alienating the properties in her possession and forming part of her husband 's estate inspite of this injunction on the 27th september 1945 she executed two deeds of settlement in favour of the other defendants comprising a number of properties.,O
2011_I_16,this court after holding that the conclusion of the trial court and high court does not suffer from any infirmity considered the alternative submission which related to harshness of sentence.,O
1963_S_59,i was tried before the court of sessions visakhapatnam for offences under section 120 b indian penal code section 409 section 477 a and section 471 read with section 467 i p c while respondent No 2 was tried for an offence under section 120 b and for offences under sections 409 read with section 109 477 a and 471 read with section 467 i p c each of the respondents was convicted of the first two offences but.,O
2008_C_166,the interim order passed by this court shall continue for the aforesaid purpose.,O
1994_M_69,moreover if a lessee of a property takes a mortgage of the sum property from the landlord it would be unreasonable to attribute to a tenant the intention to surrender the tenancy and to invoke the sophisticated doctrine of implied surrender as has been held by the gujarat high court in patel atmaram nathudas v babubhai keshavlal 1974 indlaw guj 88. in the present case as has already been pointed out by us the plaintiff appellant did not claim that the defendants or any of them were in possession of the suit properties as tenants and there was a surrender by them of the possession either expressly or impliedly as would make the court to come to the conclusion that the possession of the suit properties with the defendants was surrendered by them pursuant to the mortgage by conditional sale executed in their favour.,O
1994_M_69,we find it difficult to accept the said argument and the aforesaid decision of this court relied upon in support thereof can render no assistance.,O
1996_B_72,the aforesaid order can not be held to operate as res judicata taking away the rights of the state of west.,O
1996_T_169,it is true that while exercising discretion the court u s 46 of the act should take into consideration not only commercial interest of the parties but also public interest in para 21 82 at page 386 of the law of trade marks and passing off by p narayanan 4th ed it is stated that the court or the registrar has discretion in granting or refusing an application for rectification.,O
1987_S_26,the third partnership which is dated 22nd of september1961 also indicates as parties of sixth part the name of the appellant.,O
2015_J_10,2009 4 scc 26 2009 indlaw sc 92 the scope of intention for attracting conviction section 307 ipc was elaborated and it was held as under.,O
2006_A_36,although before the high court the principal ground urged on behalf of appellant in questioning the legality or validity of the order of detention was unexplained delay in passing the order of detention which did not find favour with the high court.,O
2006_A_136,notwithstanding anything contained in the code and any other law for the time being in force the special court may make such order as it may deem fit directing the custodian for the disposal of the property under attachment.,O
1953_L_1,and it had to be kept intact for the enjoyment of the daughter.,O
1994_M_69,85a 1 if any suit instituted in any civil court involves any issues which are required to be settled decided or dealt with by any authority competent to settle decide or deal with such issues under this act hereinafter referred to as the competent authority.,O
2000_V_80,they were subject to the rules and regulations of the affiliating university and their activities were closely supervised by the university authorities.,O
2006_A_136,in the context of section 112 therefore the taxes due refer to taxes as finally assessed.,O
1987_C_108,cl 2 of paragraph 3 provides that while so fixing the price of a bulk drug the government may take into account the average cost of production of such bulk drug manufactured by an efficient manufacturer and allow a reasonable return on net worth.,O
2009_S_146,then accused No 3 told the appellant and accused No 2 to finish off rauji first.,O
2011_I_16,decree of divorce has been granted to put quietus to all litigations between the parties and to save them from further agony as it is evident from the judgments in romesh chander v savitri.,O
2000_V_80,w12 and w14 from 1 april 1979 with all consequential and attendant benefits of arrears of pay etc together with counting of entire service for the purpose of terminal benefits.,O
1989_A_55,before this power is exercised two conditions must be satisfied firstly the employee must be found to be absent from duty without leave or overstaying the period of sanctioned leave and secondly he failed to join his duty even after a warning.,O
2007_C_121,the name of that director is madan verma.,O
2008_I_54,the various requirements of the section can be summed up as follows.,O
1987_C_108,the court will of course examine if there is any hostile discrimination.,O
1963_S_59,221 to 223 deal with the framing and content of charge.,O
2008_S_1411,i public notices having been issued in terms of the rule 26 of the rules an objection which would nullify the scheme can not be entertained at this stage.,O
1987_C_108,these applications are strenuously opposed by the manufacturers who contend the ordinary rule which is enforced in cases of delay namely that everyday 's delay must be properly explained should also be rigorously enforced against the government.,O
1994_S_246,it is also contended that the promotees are entitled in terms of the judgment in k c joshi case for appointment by promotion to substantive vacancies within their quota in the respective years and that therefore their seniority should be counted from the years in which they started discharging their duties as asstt.,O
1987_C_108,administration and administrative adjudication may also be of general application and there may be legislation of particular application only.,O
2015_S_368,however said revision rts 330 of 2001 is tenable since the appeals as provided under section 247 and 249 intervene in between the revisional orders passed by the sub divisional officer and the commissioner.,O
1971_S_1,it can be seen from the above that the appellant is reluctant to reply in writing as to what he is asking the contractor to do under verbal orders while the contractor for safeguarding his position is insisting on having it in writing.,O
2010_J_55,cwhether the mark registered in favour of the respondent is a service mark.,O
1971_S_1,the appellant 's statement is therefore belied by the documentary evidence which shows unmistakably that there was on 13 2 63 bumper crops of different varieties standing on the land which was valued thereafter and compensation assessed.,O
2015_J_10,raju a 2 and madan a 3 stated that they were not present on the spot and they have been falsely implicated.,O
2004_I_24,grant of such ticket was imperative before permanency could be so claimed.,O
1996_T_169,by agreement dated december 291962sen raleigh and the respondents agreed that sen raleigh was registered user for further period up to 1976 sen raleigh was taken over by the government of india on september 81975 under the idr act and the government took over the management of sen raleigh limited.,O
2000_C_151,the university was also one of the agencies consulted by the council of the aicte under regulation 8 once that was over and approval was granted by the aicte if there was any default on the part of the college in compliance with the conditions of approval the only remedy for the univer sity was to bring those facts to the notice of the aicte so that the latter could take appropriate action.,O
2014_J_33,therefore the district collector meerut attached remaining five constituent units and the general manager of the sugar unit was appointed as a receiver.,O
2005_S_388,held the requirement of s 41 was not fulfilled and therefore the case remanded.,O
2007_C_121,therefore if a person invaded or threatened to invade the other 's right to or enjoyment of property the court u s 54 had the discretion to grant a perpetual injunction and trade mark was as much property for the purpose of s 54 as any other kind of property.,O
2015_S_368,1961 indlaw sc 157hiralal kapur vs prabhu choudhury1988 2 scc 172 1988 indlaw sc 342 and helper girdharbhai vs saiyed mohmad mirasaheb kadri and others1987 3 scc 538 1987 indlaw sc 28281 learned counsel also drew our attention to the decision of this court in dharampal vs ramshri1993 1 scc 435 1993 indlaw sc 1325 where this court held.,O
1996_B_72,s s ray the learned senior counsel appearing for bansilal farms and mr g ramaswamy the learned senior counsel appearing for the state fishery development corporation ltd contended that a compromise decree between the parties in a suit for partition will not in army way affect the rights of the state in respect of the fisheries whether such rights the state acquires by virtue of an order of requisition under the requisition act or by virtue of any other statutory provisions under which the fisheries right vest in the state.,O
2015_S_368,further in view of the fact that state government itself appoints the revenue officers including the commissioner under the scheme of the code and all revenue officers are subordinate to the state government as per section 11 of the act and even the chief controlling authority in all matters connected with the land revenue in his division is vested with the commissioner they are subject to the superintendence direction and control of the state government as provided under section 5 of the code.,O
2012_S_270,the high court of andhra pradesh vide its judgment dated 26th october2006while allowing the appeal in part convicted accused nos 1 and 2 for the aforementioned offences however acquitted accused no 3namely pathan khadar basha.,O
2006_A_36,by reason of the civil court by orders dated 7 5 2004 and 31 5 2004the bank accounts of m s girnar and shri amar were defreezed.,O
2004_C_129,the contents of the files which were produced before the high court and on which reliance was placed to hold against the appellants are not known to the appellants.,O
2001_A_234,relying upon this letter emphasis was laid on the words produced by sponsors whether two capacities sponsor and producer can co exist in one and the same person or not has been examined and the trial court noted that the wording had been borrowed from the tariff card and tariff card also indicated what are the categories of the advertisers and rates thereof.,O
2007_B_76,january1999coupled with the fact that they continued to use the vessel manifestly goes to show that except for the charter rate there was no other dispute between the parties.,O
1976_T_9,holmes once commented it is revolting to have no better reason for a rule of law than that.,O
1963_S_59,if it is left out of account he contends there is nothing left in the prose cution case because as pointed out by the additional sessions judge himself the evidence of the approver is the pivot of the prosecution case.,O
2008_S_549,they alleged that they were cultivating the scheduled land from 1968 till the notified date under the act on wara basis giving 13rd of the share in the foodgrains to respondent no 4 accordingly the appellants prayed for an order of occupancy right in respect of the scheduled land alleging that they and their father were cultivating the scheduled land as occupancy.,O
2007_S_608,when confronted with her aforesaid statement under section 161 cr.,O
2007_B_76,notwithstanding the provisions of cl 4 hereof should the vessel be upon voyage at the expiry of the period of this charter charterers shall have the use of vessel at the same rate and conditions for such extended time as may be necessary for the completion of the round voyage on which she is engaged and her return to a port of redelivery as provided by the charter.,O
1963_S_59,in such circumstances what the court has to consider is whether prejudice has in fact been caused to the accused by reason of the multiplicity of charges or misjoinder if any of the charges.,O
2004_C_129,in kasinka trading and anr v union of india and anr.,O
2001_S_1131,the witness is a child witness of very tender age and examined in the court almost a year after the date of the incident.,O
1987_S_26,this court was of the view that what the high court could see is that there has been no miscarriage of justice and that the decision was according to law in the sense mentioned.,O
1987_C_108,the proforma requires particulars of costdata such as raw materials utilities conversion cost total cost of production interest on borrowings minimum bonus packing selling expenses transport charges transit insurance charges total cost of sales selling price existing price or notional or declared prices etc.,O
2008_C_166,the pleadings as has been indicated hereinabove also assume immense significance.,O
1987_C_108,on the other hand it has been pointed out in the counter affidavits filed on behalf of the government that all necessary and required information was furnished in the course of the hearing of the review applications and.,O
2008_S_1411,the act was enacted to consolidate and amend the law relating to the making and execution of development plans and town planning schemes in the state of gujarat.,O
2008_S_1411,appellant was a tenant in respect of plot no 178 plot no 177 was not a plot contiguous thereto.,O
1995_S_317,before we part with the judgment we would also like to deal with a submission made on behalf of the appellants by their learned counsel that since the offence under section 3 of tada is not made out the criminal appeal filed in this court may be transferred to the high court for its disposal in exercise of our jurisdiction under article 142 of the constitution of india for the reason that a first appeal against conviction and sentence recorded for various offences under the indian penal code by the sessions court lies to the high court.,O
1954_M_25,both labour and capital contribute to the earnings of the industrial concern it is fair that labour should derive some benefit if there is a surplus after meeting prior or necessary charges and the following were prescribed as the first charges on gross profits viz 1 provision for depreciation 2 reserves for rehabilitation 3 a return at 6 per cent.,O
2008_P_8,the petition is accordingly filed as withdrawn leaving the parties to bear their own costs.,O
1976_T_9,of course when there is joint ownership section 24 stipulates that the compensation shall be determined for the estate as a whole and not separately for each of the shares therein.,O
1954_M_25,it generally represents the cash incentive given conditionally on certain standards of attendance and efficiency being attained.,O
2006_A_136,ii sub s. 3 of section 3 should be literally construed and so construed all properties belonging to the notified person shall be subject to attachment which may consequently be applied for discharge of his liabilities in terms of section 11 of the said act.,O
2008_S_549,we have heard mr raju learned counsel appearing on behalf of the appellants and mr s n bhat learned counsel appearing on behalf of the respondents.,O
2008_A_260,for the purposes of this clause an invention relating to a process for which a patent is claimed shall be deemed to have been publicly known or publicly used in india before the priority date of the claim if a product made by that process had already been imported into india before that date except where such importation has been for the purpose of reasonable trial or experiment only e that the invention so far as claimed in any claim of the complete specification is obvious and clearly does not involve any inventive step having regard to the matter published as mentioned in cl b or having regard to what was used in india before the priority date of the applicant 's claim f that the subject of any claim of the complete specification is not an invention within the meaning of this act or is not patentable under this act g that the complete specification does not sufficiently and clearly describe the invention or the method by which it is to be performed h that the applicant has failed to disclose to the controller the information required by s 8 or has furnished the information which in any material particular was false to his knowledge i that in the case of convention application the application was not made within twelve months from the date of the first application for protection for the invention made in a convention country by the applicant or a person from whom he derives title j that the complete specification does not disclose or wrongly mentions the source or geographical origin of biological material used for the invention k that the invention so far as claimed in any claim of the complete specification is anticipated having regard to the knowledge oral or otherwise available within any local or indigenous community in india or elsewhere but on no other ground and the controller shall if requested by such person for being heard hear him and dispose of such representation in such manner and within such period as may be prescribed.,O
2014_J_33,the same is accordingly set aside.,O
2008_P_8,in the said c o no 9 of 1986 filed by the first respondent against m s jain industries despite service of notice nobody appeared on behalf of the defendant 16 1 1987 was the date fixed in the said suit.,O
2006_A_136,the learned special court shall proceed to pass appropriate orders as regard confirmation of the auction sales in respect of commercial properties.,O
2007_S_608,in her cross examination pw 5 sumanbai has stated that after news about the condition of bhimabai was given by a man from village palshi she along with her husband and some other relations went there and noticed that bhimabai was lying dead in the house and froth was coming out of her mouth.,O
2014_J_33,it was in arrears to the extent of rs 1 29 crores.,O
1977_P_19,provided that where a woman dies during this period the maternity benefit shall be payable only for the days up to and including the day of her death.,O
1963_S_59,this would lead to unnecessary multiplicity of trials involving avoidable inconvenience to the witnesses and avoidable expenditure of public time and money.,O
1995_S_317,during the investigation an identification parade was got conducted through the executive magistrate pw 32 when baban karpe pw 9 and other prosecution witnesses identified the assailants.,O
2010_S_431,such knowledge can be inferred from the defence that is if the defence of the accused showed that he was defending himself against the real and actual charge and not the erroneous charge.,O
2014_R_41,incised wound was also present on the right lobe of size 3 cm x 13 cm x 3 cm.,O
2008_S_1411,the action as per the s 188 of the indian penal code will be initiated against you before the criminal court pleased take note of the same.,O
2011_I_16,thereafter pw 1 made a representation to his senior officer requesting him for posting at vijayawada cheerala vetapalam or tenali.,O
1994_S_246,the petitioners therein had not filed any objection despite giving time but it was directed that the state would consider their cases even if they make any representation.,O
2014_J_33,the company filed a writ petition no 102201996 before high court for modification of the order of the district collector meerut dated 18th december1995.,O
1989_A_55,a warning need not be in any particular form.,O
2009_S_146,it was further submitted that the alleged eye witnesses of the occurrence were examined by the police belatedly and that the medical evidence adduced in the case does not in any manner support the ocular evidence and if at all it would not be a case of culpable homicide amounting to murder but a case of culpable homicide not amounting to murder.,O
2008_S_1411,on the day on which the preliminary scheme comes into force.,O
2009_S_146,to put it more broadly it is the degree of probability of death which determines whether a culpable homicide is of the gravest medium or the lowest degree.,O
2015_S_368,the facts in brief as narrated in the impugned order are that survey nos 118328 and 351 of lonavala were originally owned by one haji habib tar mohammed janu.,O
2014_J_33,bindal vanaspati ghee mills.,O
2012_S_270,lw 4pathan inayatullah khan the grandson of lw 3went to the house of the parents of the deceased and informed them about the unfortunate incident.,O
2004_I_24,the questions which have been raised before us by dr dhawan had not been raised before the labour court.,O
2007_U_18,he has also drawn our attention to the cross examination of the doctor wherein he reiterated that there was no visible blackening and that it was not possible for him to say whether the injury was suicidal or otherwise.,O
2014_R_41,x cm.,O
2012_S_270,but even the rule of strict construction requires that the provisions have to be read in conjunction with other relevant provisions and scheme of the act.,O
2012_S_270,after bringing the soaps she went to the house of the accused persons and found that the accused was absent and the deceased was hanging on one side of the room.,O
1977_P_19,s 21 of the act makes the act applicable to every establishment being a factory mine or plantation including any such establishment belonging to government and to every establishment wherein persons are employed for the exhibition of equastrain acrobatic and other performance.,O
1994_M_69,secondly this court held that the appellant was not entitled to retain after redemption possession of the mortgage property by reason of his previous right to be in its possession as a tenant.,O
2014_R_41,the learned counsel for the appellants relied upon the judgment of this court in budhsen and anr.,O
1953_S_23,andor rajendra relating to the said premises or any of them purporting to affect its rights in the said premises were invalid and inoperative in law and not binding on it for an account of the dealings with the said premises for a scheme of management of the debutter properties and for its worship for discovery receiver injunction and costs.,O
2005_S_388,the appellate court held that no interference is required in the order passed by the trial court regarding point of sentence.,O
1963_S_59,a to g can be tried together in one case which certainly involves a bewildering multiplicity of charges and which would obviously set at naught the salutary principle contained in section 233. the chapter is split up into two sub heads form of chargesand joinder of charges.,O
